average_temperature,max_temperature,min_temperature,rainfall,rain_type,snow_depth,snow_type,sunshine_hours,average_wind_speed,max_wind_speed,gusts,date
-0.2,2.4,-7.2,0.1,sn,0,2,0.0,5.1,10.4,16.6,2019-01-01
7.7,8.2,1.5,1.1,sl,0,0,0.0,7.8,11.6,19.0,2019-01-02
8.0,9.9,6.1,11.9,ri,0,0,0.0,8.0,14.0,22.8,2019-01-03
8.8,9.6,5.7,0.8,ri,0,0,0.0,8.3,11.4,18.1,2019-01-04
4.0,9.0,0.7,6.1,ri,0,0,0.2,6.1,9.0,15.0,2019-01-05
3.0,5.0,0.3,4.0,sl,0,2,0.0,4.6,8.3,14.6,2019-01-06
3.0,5.1,2.2,2.3,ri,0,0,0.0,3.8,7.5,13.4,2019-01-07
3.7,5.4,-0.2,0.0,,0,0,0.0,4.7,9.8,14.7,2019-01-08
7.9,9.1,4.8,1.9,ri,0,0,0.0,8.4,11.1,20.0,2019-01-09
3.3,8.6,2.4,2.2,ri,0,0,1.0,3.2,7.4,11.9,2019-01-10
5.7,7.9,2.5,0.1,ri,0,0,0.0,5.5,8.7,14.3,2019-01-11
1.1,5.0,0.3,6.7,ri,0,0,0.0,2.0,6.8,12.2,2019-01-12
-1.0,1.3,-3.0,5.1,sl,0,2,1.7,2.8,7.1,11.0,2019-01-13
-0.6,2.5,-3.6,0.0,,0,2,0.0,6.4,9.3,15.9,2019-01-14
-0.2,2.5,-1.4,5.1,sn,0,2,0.0,2.6,8.9,15.6,2019-01-15
-4.8,0.3,-7.4,0.0,,0,2,3.8,2.0,3.9,6.1,2019-01-16
-0.2,0.3,-6.4,0.0,,0,2,0.0,3.4,5.9,9.3,2019-01-17
3.3,4.3,0.2,3.0,sl,7,4,0.0,3.8,6.8,11.8,2019-01-18
1.4,5.2,-0.7,1.9,ri,0,0,0.0,4.4,12.1,19.2,2019-01-19
-0.1,0.8,-2.1,17.4,sn,11,4,0.8,5.2,11.5,17.5,2019-01-20
-1.7,4.0,-3.1,10.4,sl,13,4,0.0,1.8,4.6,8.6,2019-01-21
-2.6,0.7,-4.5,5.5,sn,18,4,1.9,1.6,4.7,8.6,2019-01-22
-3.8,-0.6,-6.0,9.6,sn,26,4,1.5,1.6,3.5,5.6,2019-01-23
-0.9,0.6,-7.1,2.5,sn,29,4,0.2,3.4,7.7,12.5,2019-01-24
-1.1,1.4,-4.4,0.4,sn,24,4,4.8,3.0,7.3,12.1,2019-01-25
-5.0,0.8,-8.0,0.0,,23,4,5.8,1.8,4.2,7.8,2019-01-26
-3.5,-1.2,-9.0,0.0,,22,4,0.1,3.3,6.8,11.6,2019-01-27
-4.3,-0.9,-6.6,4.8,sn,29,4,2.6,2.3,4.0,6.5,2019-01-28
-5.9,-2.1,-8.4,0.0,,26,4,5.7,2.1,4.2,7.9,2019-01-29
-6.3,-3.4,-9.1,0.0,,26,4,1.2,2.2,5.0,7.9,2019-01-30
-4.7,-2.0,-9.3,0.0,,25,4,6.1,1.6,3.2,6.0,2019-01-31
-6.7,-2.9,-7.8,0.0,,25,4,6.4,2.7,6.5,12.6,2019-02-01
-8.0,-5.6,-12.0,0.0,,22,4,4.7,3.3,5.8,9.9,2019-02-02
-2.9,-0.5,-6.6,0.0,,22,4,0.0,1.9,5.6,8.6,2019-02-03
-3.1,0.0,-7.4,3.5,sn,31,4,0.5,1.8,5.4,9.4,2019-02-04
2.9,3.9,-1.9,0.0,,27,4,0.0,8.4,12.6,23.3,2019-02-05
2.0,4.1,1.5,0.1,sl,18,4,0.0,6.4,11.5,21.0,2019-02-06
-1.5,2.2,-4.5,0.0,,17,4,7.2,2.5,8.8,16.0,2019-02-07
-3.0,0.5,-5.1,0.0,,18,4,6.5,6.5,9.7,17.7,2019-02-08
-0.4,2.1,-6.9,0.0,,18,4,7.1,4.2,9.0,18.1,2019-02-09
-4.2,-0.4,-7.0,0.0,,17,4,5.6,1.8,4.3,6.6,2019-02-10
1.4,3.4,-3.8,0.0,,0,2,0.7,4.7,9.2,16.3,2019-02-11
2.5,5.4,1.4,2.7,sl,0,2,3.1,5.7,16.2,26.9,2019-02-12
0.1,3.4,-1.0,2.0,sl,12,4,6.1,1.8,3.5,7.3,2019-02-13
0.3,3.4,-1.7,4.0,sn,18,4,1.2,2.3,5.1,8.4,2019-02-14
-0.5,2.3,-2.9,2.4,sn,19,4,5.1,1.6,3.4,7.2,2019-02-15
-2.3,1.6,-7.1,0.3,sn,17,4,0.2,3.1,5.8,10.1,2019-02-16
1.7,3.6,-2.0,1.2,sn,15,4,0.1,3.4,7.6,12.3,2019-02-17
-1.1,2.7,-4.0,1.5,sl,14,4,8.1,3.2,7.0,13.8,2019-02-18
1.8,3.9,-2.6,0.1,sn,14,4,1.2,7.0,9.5,17.6,2019-02-19
4.5,6.1,1.3,4.7,sl,0,2,3.0,5.6,12.8,22.2,2019-02-20
6.7,8.2,3.3,4.0,ri,0,0,3.7,9.1,13.0,21.0,2019-02-21
7.1,10.0,3.2,5.5,sl,0,0,0.0,7.8,14.8,26.4,2019-02-22
4.8,8.1,3.9,14.3,ri,0,0,0.5,4.2,8.2,14.0,2019-02-23
4.0,5.9,1.2,1.3,ri,0,0,0.3,4.8,10.1,17.9,2019-02-24
6.7,8.0,4.4,5.2,sl,0,0,0.0,6.7,12.5,20.2,2019-02-25
5.6,9.0,3.8,7.7,ri,0,0,0.0,5.5,10.6,17.4,2019-02-26
5.0,7.2,2.5,12.4,ri,0,0,2.1,3.4,6.7,10.1,2019-02-27
5.2,6.8,2.8,0.0,,0,0,0.6,4.7,7.4,12.0,2019-02-28
5.3,7.6,4.1,0.7,ri,0,0,0.0,2.9,6.6,11.4,2019-03-01
2.5,6.4,1.4,29.5,ri,0,0,8.7,2.3,5.2,8.6,2019-03-02
1.0,5.4,-3.3,0.0,,0,0,3.2,1.7,4.8,8.5,2019-03-03
-0.1,4.6,-0.8,0.0,,0,0,1.6,1.5,4.4,8.4,2019-03-04
-1.3,2.0,-3.9,0.0,,0,0,7.5,1.2,3.3,5.9,2019-03-05
-2.1,0.9,-5.8,0.0,,0,0,9.8,3.3,7.9,14.5,2019-03-06
-1.4,3.6,-6.1,0.0,,0,0,5.9,3.0,6.0,10.5,2019-03-07
-0.2,3.0,-4.3,0.1,sn,0,0,6.9,6.3,9.4,16.4,2019-03-08
0.8,3.9,-0.6,0.0,,0,0,3.9,3.2,8.4,14.0,2019-03-09
-0.8,3.3,-3.9,0.0,,0,0,8.8,1.2,4.2,6.1,2019-03-10
1.9,4.0,-3.0,0.2,sn,0,2,0.0,8.0,14.2,25.2,2019-03-11
3.4,6.4,3.3,0.3,sn,0,0,3.2,4.6,11.4,22.2,2019-03-12
0.4,5.9,-1.4,0.0,,0,0,0.0,3.2,6.4,12.5,2019-03-13
1.5,5.0,-0.4,4.7,sl,0,0,1.9,1.6,3.4,5.9,2019-03-14
1.5,5.4,-0.9,0.2,ri,0,0,4.4,2.9,5.4,9.0,2019-03-15
1.7,5.0,0.2,0.2,sl,0,0,3.2,2.4,5.5,9.0,2019-03-16
1.9,4.1,0.3,1.3,sl,0,0,1.7,2.6,4.2,8.0,2019-03-17
5.3,7.0,2.3,0.4,ri,0,0,0.0,5.5,8.7,15.2,2019-03-18
2.0,6.9,0.1,9.4,sl,1,4,4.3,7.1,11.4,20.3,2019-03-19
-0.8,2.9,-2.7,3.5,sl,0,2,4.5,10.1,12.6,22.0,2019-03-20
0.4,4.3,-3.2,2.1,sn,0,2,5.8,4.5,11.0,16.8,2019-03-21
0.7,2.8,-0.8,1.8,sn,0,2,0.0,7.2,12.0,19.5,2019-03-22
0.3,3.7,-2.3,3.4,sn,2,4,0.4,4.2,11.5,18.6,2019-03-23
0.7,2.6,-0.7,4.6,sl,2,4,0.7,4.0,8.1,14.0,2019-03-24
5.4,8.2,-1.4,2.5,sl,0,2,0.0,7.6,9.3,16.4,2019-03-25
3.8,8.2,3.2,8.4,ri,0,0,2.4,5.1,8.3,14.3,2019-03-26
2.4,5.8,-0.1,4.8,sl,0,0,3.9,9.8,14.2,24.9,2019-03-27
-1.2,1.0,-3.1,6.6,sl,6,4,5.0,5.6,11.1,18.3,2019-03-28
-0.3,3.2,-2.3,4.5,sl,7,4,8.2,3.7,10.0,17.7,2019-03-29
-1.2,2.2,-6.2,0.7,sn,6,4,2.5,2.9,5.2,9.6,2019-03-30
1.9,4.6,-0.7,1.6,sl,0,2,0.0,3.6,7.3,13.6,2019-03-31
-0.7,5.4,-2.4,11.2,sl,15,4,6.1,3.4,7.2,13.3,2019-04-01
-1.0,3.9,-2.8,2.8,sn,11,4,10.7,3.0,10.9,17.9,2019-04-02
3.3,6.3,-3.5,0.0,,8,4,0.5,7.7,10.8,17.7,2019-04-03
3.2,5.4,2.4,1.0,ri,0,0,0.0,2.3,8.6,14.0,2019-04-04
4.1,8.9,1.1,1.7,ri,0,0,11.6,1.6,5.8,9.8,2019-04-05
3.3,6.2,-0.1,0.0,,0,0,1.7,3.2,4.6,7.1,2019-04-06
3.8,7.7,0.4,0.0,,0,0,10.5,3.1,4.9,7.9,2019-04-07
4.5,8.2,1.0,0.0,,0,0,6.2,4.0,6.4,11.2,2019-04-08
5.5,8.5,3.5,0.0,,0,0,1.2,3.7,5.8,9.9,2019-04-09
6.3,9.0,3.7,0.0,,0,0,3.9,5.0,7.4,12.5,2019-04-10
7.4,10.0,5.2,0.0,,0,0,0.0,6.2,10.4,19.0,2019-04-11
9.5,11.9,6.6,1.0,ri,0,0,0.9,11.3,15.5,25.6,2019-04-12
8.6,11.9,7.6,3.4,ri,0,0,2.3,9.4,16.2,25.9,2019-04-13
9.0,11.4,6.5,7.9,ri,0,0,8.9,9.5,13.0,20.4,2019-04-14
7.8,9.7,6.4,6.3,ri,0,0,2.8,6.0,9.9,15.7,2019-04-15
7.5,11.1,4.4,4.1,ri,0,0,4.5,9.2,16.9,28.4,2019-04-16
7.7,9.3,6.1,4.6,ri,0,0,1.0,6.6,10.8,18.8,2019-04-17
7.7,9.0,6.3,6.1,ri,0,0,1.1,6.6,9.3,16.9,2019-04-18
7.7,10.0,7.0,1.2,ri,0,0,1.5,7.8,11.5,18.5,2019-04-19
5.5,8.2,4.0,7.9,ri,0,0,2.8,5.8,8.3,14.8,2019-04-20
5.8,7.8,4.1,2.7,ri,0,0,0.0,2.6,4.7,9.5,2019-04-21
5.6,9.4,1.6,0.0,,0,0,10.2,1.7,4.4,6.7,2019-04-22
6.8,10.0,3.5,3.0,ri,0,0,0.2,5.3,13.5,22.4,2019-04-23
7.5,11.0,6.1,2.3,ri,0,0,0.0,3.1,8.0,13.2,2019-04-24
10.8,14.7,7.1,7.3,ri,0,0,5.9,3.7,6.8,12.1,2019-04-25
9.4,13.1,8.0,2.5,ri,0,0,4.3,3.9,9.1,15.4,2019-04-26
9.2,12.7,7.1,4.2,ri,0,0,4.4,3.8,7.9,12.2,2019-04-27
8.9,12.1,8.2,0.2,ri,0,0,3.5,5.9,11.4,19.3,2019-04-28
9.7,13.3,6.5,0.0,,0,0,6.2,4.6,10.0,16.6,2019-04-29
11.3,17.1,7.6,0.0,,0,0,3.5,3.2,6.1,9.4,2019-04-30
9.6,14.0,7.7,0.1,ri,0,0,5.4,1.9,3.8,6.2,2019-05-01
6.4,10.0,5.9,1.3,ri,0,0,0.0,1.6,4.0,7.8,2019-05-02
5.0,9.5,1.4,8.6,ri,0,0,7.4,4.3,6.9,11.5,2019-05-03
6.2,10.5,4.0,0.2,ri,0,0,2.0,2.0,4.3,7.2,2019-05-04
7.7,11.5,1.8,0.0,,0,0,14.1,2.4,5.6,8.7,2019-05-05
7.8,11.5,6.4,0.0,,0,0,4.0,1.7,3.3,5.9,2019-05-06
6.7,10.9,3.8,0.0,,0,0,10.4,3.5,6.3,11.0,2019-05-07
4.4,10.3,1.8,0.0,,0,0,1.9,2.9,5.1,8.8,2019-05-08
4.8,8.9,2.8,0.0,,0,0,14.0,3.4,6.0,11.0,2019-05-09
2.8,8.8,-1.6,0.0,,0,0,13.4,3.1,6.5,12.4,2019-05-10
2.7,6.2,-1.8,0.0,,0,0,16.5,3.4,6.6,11.2,2019-05-11
4.4,8.4,-1.0,0.0,,0,0,3.9,5.0,10.1,19.1,2019-05-12
8.6,11.4,3.3,4.0,ri,0,0,0.6,6.2,11.6,19.1,2019-05-13
10.7,14.4,8.4,1.5,ri,0,0,5.7,5.8,10.2,16.2,2019-05-14
9.6,11.5,8.4,0.2,ri,0,0,0.0,5.8,13.0,20.1,2019-05-15
10.2,13.7,8.7,4.9,ri,0,0,8.2,4.1,7.1,10.2,2019-05-16
9.4,13.1,7.9,4.8,ri,0,0,0.0,2.5,4.1,8.5,2019-05-17
9.1,11.0,8.1,2.5,ri,0,0,0.0,1.9,4.3,7.2,2019-05-18
8.6,11.4,7.7,3.4,ri,0,0,1.1,1.9,4.2,6.7,2019-05-19
8.2,9.6,6.8,1.9,ri,0,0,0.4,1.7,4.6,8.1,2019-05-20
9.5,12.3,7.3,0.2,ri,0,0,6.6,1.5,3.9,5.9,2019-05-21
10.5,14.9,6.4,0.3,ri,0,0,11.7,2.0,3.6,5.6,2019-05-22
9.7,13.8,8.2,0.0,,0,0,12.2,2.6,4.9,8.1,2019-05-23
9.0,12.6,6.1,0.0,,0,0,12.2,2.1,4.2,6.2,2019-05-24
9.2,12.4,5.8,0.0,,0,0,3.8,2.1,3.8,6.1,2019-05-25
8.8,12.6,6.4,0.1,ri,0,0,9.0,2.9,4.2,7.0,2019-05-26
10.0,13.4,5.7,0.0,,0,0,16.8,3.1,5.5,9.5,2019-05-27
6.8,12.9,2.9,0.0,,0,0,12.0,2.8,6.0,11.1,2019-05-28
6.5,12.3,-0.2,0.0,,0,0,17.4,2.8,6.7,11.4,2019-05-29
8.1,12.2,3.6,0.0,,0,0,16.6,3.6,5.4,8.7,2019-05-30
8.4,12.0,4.4,0.0,,0,0,9.5,2.2,5.1,7.8,2019-05-31
8.7,12.6,5.1,0.0,,0,0,14.8,2.6,6.3,8.8,2019-06-01
6.5,11.3,2.6,1.9,ri,0,0,13.6,3.7,7.4,12.5,2019-06-02
7.2,12.3,1.2,0.0,,0,0,15.2,3.9,7.5,14.3,2019-06-03
6.6,10.8,2.4,0.0,,0,0,13.5,4.8,7.6,14.2,2019-06-04
7.9,12.6,4.5,0.0,,0,0,12.9,3.5,6.8,12.0,2019-06-05
9.3,13.9,2.5,0.0,,0,0,17.3,3.0,7.0,11.9,2019-06-06
10.5,13.9,3.8,0.0,,0,0,16.7,3.3,6.6,10.7,2019-06-07
10.9,16.2,6.4,0.0,,0,0,17.5,3.1,6.4,11.4,2019-06-08
10.9,14.4,5.7,0.0,,0,0,15.1,2.0,5.1,8.0,2019-06-09
10.8,14.2,7.6,0.0,,0,0,17.3,2.4,4.4,6.9,2019-06-10
10.9,14.9,6.2,0.0,,0,0,14.5,1.6,3.7,5.7,2019-06-11
10.6,13.5,8.3,0.0,,0,0,11.8,2.6,4.8,7.9,2019-06-12
12.4,16.6,9.6,0.0,,0,0,7.4,3.5,5.7,9.9,2019-06-13
13.6,21.1,9.2,0.0,,0,0,11.2,2.4,4.8,8.2,2019-06-14
12.9,19.0,9.4,0.0,,0,0,8.9,2.1,5.5,8.8,2019-06-15
11.4,15.3,9.0,0.8,ri,0,0,10.4,1.6,4.3,6.6,2019-06-16
11.6,19.5,8.1,0.0,,0,0,6.3,2.0,4.3,7.4,2019-06-17
8.1,17.4,7.2,0.0,,0,0,12.0,6.7,10.1,17.0,2019-06-18
8.4,11.4,5.8,0.0,,0,0,4.6,3.3,7.8,14.5,2019-06-19
9.5,13.2,6.6,2.0,ri,0,0,6.4,3.2,6.3,11.3,2019-06-20
9.8,13.0,6.4,0.0,,0,0,8.6,2.6,5.3,8.5,2019-06-21
10.4,13.3,6.7,0.0,,0,0,17.5,2.7,5.4,9.7,2019-06-22
10.7,13.3,7.6,0.0,,0,0,6.3,1.2,3.7,5.8,2019-06-23
11.9,14.7,10.0,0.5,ri,0,0,9.9,2.6,4.3,7.1,2019-06-24
11.4,13.3,9.8,0.1,ri,0,0,0.0,4.0,6.0,9.9,2019-06-25
11.2,12.1,10.1,0.1,ri,0,0,0.0,3.7,5.5,8.9,2019-06-26
12.8,18.6,10.6,10.3,ri,0,0,1.7,3.2,5.2,8.8,2019-06-27
11.2,14.1,9.1,8.5,ri,0,0,3.7,2.2,5.7,8.6,2019-06-28
11.6,15.8,7.7,0.1,ri,0,0,0.0,2.6,4.8,7.7,2019-06-29
11.1,16.2,8.0,5.2,ri,0,0,8.8,2.2,6.3,11.4,2019-06-30
9.6,14.8,7.7,0.0,,0,0,12.5,3.0,6.4,11.7,2019-07-01
11.4,14.6,6.8,0.0,,0,0,7.1,1.5,3.2,5.9,2019-07-02
11.1,14.2,10.0,0.6,ri,0,0,1.3,3.8,6.5,12.2,2019-07-03
10.1,12.5,8.2,3.6,ri,0,0,4.1,2.4,4.2,8.0,2019-07-04
12.4,16.5,8.4,10.0,ri,0,0,16.6,4.6,7.7,13.3,2019-07-05
13.2,17.8,7.6,0.0,,0,0,17.5,1.8,4.2,6.1,2019-07-06
13.0,18.8,8.9,0.0,,0,0,17.0,2.2,5.7,9.9,2019-07-07
10.6,17.1,5.8,0.0,,0,0,5.4,1.8,4.6,7.4,2019-07-08
12.6,15.9,9.6,0.5,ri,0,0,6.8,2.5,5.1,7.9,2019-07-09
12.0,15.1,10.5,0.0,,0,0,0.0,1.9,4.5,7.5,2019-07-10
12.4,14.4,10.5,0.5,ri,0,0,0.5,1.2,2.8,4.0,2019-07-11
12.9,15.0,11.1,1.2,ri,0,0,0.3,1.0,1.9,3.2,2019-07-12
12.8,15.4,11.9,0.1,ri,0,0,0.0,1.6,4.6,7.5,2019-07-13
12.8,14.5,10.5,3.6,ri,0,0,0.0,3.4,4.7,8.7,2019-07-14
14.2,16.0,13.1,4.1,ri,0,0,0.0,3.8,7.2,10.8,2019-07-15
13.7,17.1,12.4,0.9,ri,0,0,0.1,2.1,4.1,6.4,2019-07-16
14.2,17.2,11.8,15.9,ri,0,0,11.0,2.2,5.5,10.1,2019-07-17
15.4,20.2,10.2,0.1,ri,0,0,14.5,1.5,5.3,8.5,2019-07-18
13.4,20.0,10.0,0.0,,0,0,10.3,2.4,5.2,9.5,2019-07-19
15.2,19.9,10.2,0.3,ri,0,0,13.7,2.2,4.8,8.1,2019-07-20
14.3,19.3,11.7,0.1,ri,0,0,7.9,1.9,4.2,7.4,2019-07-21
14.3,17.0,12.3,0.0,,0,0,2.9,1.6,3.6,5.6,2019-07-22
13.9,16.7,11.8,0.7,ri,0,0,6.7,1.6,3.0,4.9,2019-07-23
14.3,17.2,12.0,0.0,,0,0,14.4,2.8,6.4,10.3,2019-07-24
13.2,16.7,11.0,0.0,,0,0,1.4,1.4,3.4,5.2,2019-07-25
15.0,18.6,11.3,0.0,,0,0,9.9,2.1,6.0,9.0,2019-07-26
14.8,19.8,12.8,3.0,ri,0,0,2.9,3.4,9.6,15.9,2019-07-27
14.6,16.2,12.8,6.0,ri,0,0,0.0,3.2,7.0,11.1,2019-07-28
15.7,19.6,12.8,4.8,ri,0,0,7.4,1.4,2.8,4.5,2019-07-29
15.8,19.0,13.1,0.2,ri,0,0,1.3,2.2,4.8,8.8,2019-07-30
16.1,19.6,14.3,0.2,ri,0,0,1.1,2.7,7.3,12.6,2019-07-31
13.3,16.2,10.5,0.0,,0,0,14.3,1.8,3.7,7.4,2019-08-01
12.2,14.8,9.1,0.0,,0,0,9.0,1.2,3.0,5.0,2019-08-02
12.3,15.3,10.8,0.0,,0,0,0.2,1.4,3.5,5.4,2019-08-03
12.7,14.9,11.0,0.0,,0,0,2.4,1.5,3.0,4.7,2019-08-04
13.7,16.2,11.2,0.0,,0,0,9.6,2.6,5.1,8.7,2019-08-05
12.3,16.4,10.5,0.0,,0,0,5.1,2.9,5.7,8.3,2019-08-06
12.2,15.8,10.1,0.0,,0,0,11.7,2.2,3.9,7.0,2019-08-07
10.6,15.8,5.5,0.0,,0,0,14.7,3.7,7.3,12.0,2019-08-08
10.1,14.2,5.0,0.0,,0,0,15.2,2.6,7.2,12.5,2019-08-09
8.6,14.2,5.0,0.0,,0,0,14.3,5.2,9.8,16.5,2019-08-10
9.0,12.1,7.4,0.0,,0,0,8.1,5.2,9.1,15.4,2019-08-11
8.8,11.7,8.0,0.0,,0,0,5.0,6.2,7.9,15.5,2019-08-12
9.5,13.0,6.7,0.3,ri,0,0,11.0,4.2,6.8,13.1,2019-08-13
9.2,14.0,4.5,0.0,,0,0,9.1,2.5,5.3,9.8,2019-08-14
9.6,13.7,5.3,0.0,,0,0,8.9,1.9,3.2,5.0,2019-08-15
11.0,16.9,5.8,2.5,ri,0,0,11.1,3.6,7.9,15.1,2019-08-16
10.7,15.7,6.4,0.0,,0,0,14.5,3.3,7.0,14.3,2019-08-17
9.6,12.9,6.2,0.0,,0,0,1.2,2.4,7.1,12.7,2019-08-18
9.8,14.6,4.1,0.0,,0,0,13.8,2.0,4.6,7.0,2019-08-19
10.3,15.8,6.4,0.0,,0,0,2.6,4.1,6.5,10.6,2019-08-20
13.5,17.7,10.7,0.0,,0,0,0.2,3.8,7.8,14.0,2019-08-21
12.6,16.9,9.8,0.1,ri,0,0,9.4,2.0,3.6,5.7,2019-08-22
12.1,16.7,10.5,2.4,ri,0,0,6.3,2.5,5.0,8.4,2019-08-23
11.6,14.3,10.1,2.6,ri,0,0,8.2,1.5,3.6,6.2,2019-08-24
10.3,13.6,9.0,0.0,,0,0,0.0,5.5,11.1,20.1,2019-08-25
11.2,14.2,10.3,17.3,ri,0,0,1.6,5.2,8.2,15.0,2019-08-26
10.6,12.9,9.4,8.9,ri,0,0,1.1,3.6,6.7,12.2,2019-08-27
9.9,11.7,8.6,1.4,ri,0,0,0.0,1.9,3.6,6.5,2019-08-28
10.1,12.9,8.3,1.6,ri,0,0,3.9,1.7,4.1,7.2,2019-08-29
8.3,11.7,4.9,1.2,ri,0,0,8.1,2.2,5.9,9.8,2019-08-30
7.9,10.4,6.2,0.1,ri,0,0,0.0,1.4,4.0,6.9,2019-08-31
7.7,10.7,3.6,3.7,ri,0,0,13.3,2.3,4.3,7.0,2019-09-01
7.7,13.3,2.9,0.0,,0,0,13.6,1.6,4.0,7.5,2019-09-02
8.4,13.5,2.9,0.0,,0,0,12.7,2.0,5.3,10.3,2019-09-03
9.3,12.3,6.8,1.9,ri,0,0,0.7,1.9,4.9,8.1,2019-09-04
10.6,12.8,8.8,5.7,ri,0,0,0.4,2.5,4.9,8.3,2019-09-05
10.9,13.2,9.6,4.2,ri,0,0,1.9,2.4,5.8,10.0,2019-09-06
11.3,13.6,9.9,4.9,ri,0,0,0.0,5.6,12.1,19.9,2019-09-07
10.0,12.9,8.2,8.7,ri,0,0,5.9,2.7,5.2,8.6,2019-09-08
9.2,13.5,6.5,1.3,ri,0,0,7.1,1.4,2.8,4.9,2019-09-09
9.3,11.6,8.0,2.0,ri,0,0,0.2,3.3,7.8,14.1,2019-09-10
8.3,11.3,7.8,2.2,ri,0,0,1.2,3.5,6.7,12.2,2019-09-11
7.2,10.6,5.2,4.9,ri,0,0,5.8,3.0,6.4,10.6,2019-09-12
7.9,10.7,5.2,3.1,ri,0,0,9.7,4.8,8.9,15.6,2019-09-13
7.2,11.0,6.2,3.4,ri,0,0,0.2,6.6,9.8,18.3,2019-09-14
5.5,9.5,1.9,7.9,ri,0,0,3.3,6.1,10.6,19.2,2019-09-15
6.9,9.5,2.8,7.5,ri,0,0,3.2,4.2,10.1,18.0,2019-09-16
7.3,11.0,4.1,0.2,ri,0,0,8.6,1.7,3.0,5.3,2019-09-17
8.2,10.0,5.3,8.4,ri,0,0,0.0,5.4,9.4,16.3,2019-09-18
12.0,13.1,9.8,32.4,ri,0,0,0.0,6.3,9.0,15.6,2019-09-19
12.4,13.2,11.8,14.6,ri,0,0,0.0,4.8,9.4,15.8,2019-09-20
12.9,14.6,11.7,3.6,ri,0,0,0.0,4.9,9.2,17.2,2019-09-21
12.7,15.1,12.1,0.1,ri,0,0,0.4,5.8,8.3,13.3,2019-09-22
11.3,15.2,10.3,0.8,ri,0,0,4.2,3.0,8.9,12.7,2019-09-23
11.7,13.6,10.0,15.6,ri,0,0,2.8,3.3,6.7,11.0,2019-09-24
13.1,16.6,10.5,0.2,ri,0,0,4.3,3.6,6.6,10.8,2019-09-25
15.0,18.5,12.0,1.0,ri,0,0,2.6,2.2,5.3,10.0,2019-09-26
12.2,16.3,12.2,0.1,ri,0,0,5.1,1.8,5.6,12.0,2019-09-27
8.6,14.0,4.2,0.0,,0,0,10.2,1.8,3.6,5.7,2019-09-28
7.1,12.3,3.3,0.0,,0,0,10.4,1.3,3.5,5.8,2019-09-29
6.7,11.3,4.1,0.0,,0,0,8.1,1.3,2.5,3.6,2019-09-30
6.8,10.2,2.1,0.0,,0,0,1.3,1.4,3.1,4.5,2019-10-01
6.8,8.9,6.2,0.0,,0,0,1.8,4.2,8.4,14.1,2019-10-02
7.7,8.8,5.4,3.2,ri,0,0,0.0,6.4,11.1,18.6,2019-10-03
8.9,11.0,7.5,4.9,ri,0,0,2.0,8.2,14.5,23.6,2019-10-04
8.8,10.3,8.1,16.2,ri,0,0,0.0,5.8,12.8,20.2,2019-10-05
9.6,11.2,7.4,12.6,ri,0,0,2.3,3.9,5.8,10.1,2019-10-06
11.0,13.1,8.7,5.6,ri,0,0,0.0,5.0,9.9,17.7,2019-10-07
10.1,13.2,6.9,2.8,ri,0,0,3.1,1.1,4.0,7.4,2019-10-08
7.8,12.6,6.5,0.3,ri,0,0,4.0,2.1,4.9,8.1,2019-10-09
5.5,8.4,2.1,0.0,,0,0,4.7,3.3,7.1,15.1,2019-10-10
7.8,10.1,6.0,0.0,,0,0,2.1,1.9,4.6,8.2,2019-10-11
5.4,9.0,3.7,0.0,,0,0,2.2,2.7,4.9,7.4,2019-10-12
5.6,6.9,4.3,0.0,,0,0,0.2,3.7,6.8,10.4,2019-10-13
6.5,8.4,3.9,0.0,,0,0,4.0,6.1,9.4,18.0,2019-10-14
10.0,11.0,6.9,7.0,ri,0,0,2.2,8.1,11.7,19.7,2019-10-15
10.1,11.8,9.5,0.7,ri,0,0,0.0,4.0,8.9,17.0,2019-10-16
5.4,10.6,3.8,0.0,,0,0,7.5,1.5,4.0,6.2,2019-10-17
3.6,8.4,0.2,0.0,,0,0,7.4,1.7,4.2,7.0,2019-10-18
4.9,7.1,3.3,0.4,ri,0,0,2.7,1.5,3.5,5.4,2019-10-19
6.5,8.1,4.2,0.5,ri,0,0,0.0,4.6,9.4,17.8,2019-10-20
4.2,9.1,3.3,16.2,ri,0,0,3.2,4.1,8.4,14.6,2019-10-21
0.5,3.5,-0.7,0.0,,0,0,0.0,4.0,6.7,14.2,2019-10-22
-2.3,1.2,-2.8,0.0,,0,0,7.4,5.4,7.6,14.5,2019-10-23
-0.4,1.4,-3.8,0.2,sn,0,0,0.0,5.6,11.2,20.3,2019-10-24
-0.1,1.8,-1.1,0.0,,0,2,4.1,6.1,9.3,17.8,2019-10-25
-0.9,4.1,-2.8,0.0,,0,0,8.1,1.5,5.3,10.2,2019-10-26
-0.5,4.0,-6.1,0.0,,0,0,7.9,1.0,2.1,3.2,2019-10-27
3.5,7.2,0.2,0.2,ri,0,0,3.3,1.6,3.2,5.4,2019-10-28
5.9,6.8,4.2,0.6,ri,0,0,0.0,2.9,4.5,7.6,2019-10-29
5.8,7.1,4.7,2.1,ri,0,0,0.0,2.6,3.5,6.8,2019-10-30
4.2,6.2,3.2,3.9,ri,0,0,0.5,1.4,3.6,6.2,2019-10-31
2.5,5.8,-1.3,0.1,ri,0,0,5.4,1.8,3.5,5.9,2019-11-01
